Year,avg_employment_cost,avg_inflation_rate,avg_unemployment_rate,avg_gdp_growth_rate,macro_score
2023,1.025,0.2833333333333333,3.633333333333333,2.9,0.11583333333333339
2024,0.95,0.22499999999999998,4.033333333333334,2.8,-0.040000000000000285
